==10880== NVPROF is profiling process 10880, command: python gpu-opt_flow.py
==10880== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==10880== Execution timeout, stopping the application...
==10880== Profiling application: python gpu-opt_flow.py
==10880== Warning: 1 records have invalid timestamps due to insufficient device buffer space. You can configure the buffer space using the option --device-buffer-size.
==10880== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
9.42963s  156.67us            (1 120 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [8005]
9.43004s  145.26us             (5 15 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [8008]
9.43018s  747.05us            (1 120 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [8011]
9.43094s  40.261us             (5 15 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [8017]
9.43098s  140.63us             (5 15 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [8019]
9.43112s  741.42us            (1 120 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [8022]
9.43187s  38.960us             (5 15 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [8028]
9.43191s  140.73us             (5 15 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [8030]
9.43205s  740.69us            (1 120 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [8033]
9.43280s  38.438us             (5 15 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [8039]
9.43355s  102.55us            (10 30 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [8046]
9.43365s  98.700us            (10 30 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [8048]
9.43374s  40.835us             (3 30 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [8050]
9.43379s  34.479us             (3 30 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [8052]
9.44088s     990ns                    -               -         -         -         -        8B  7.7065MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.44098s  1.3134ms            (3 480 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [8067]
9.44229s  1.3096ms            (3 480 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [8073]
9.44359s  100.73us            (10 30 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [8069]
9.44369s  99.168us            (10 30 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [8075]
9.44378s  609.80us            (2 240 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [8071]
9.44438s  610.95us            (2 240 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [8077]
9.44517s  540.74us            (10 30 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [8080]
9.44571s  2.9428ms            (2 240 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [8083]
9.44866s  149.80us            (10 30 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [8089]
9.44881s  555.90us            (10 30 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [8091]
9.44937s  2.9490ms            (2 240 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [8094]
9.45232s  147.76us            (10 30 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [8100]
9.45247s  542.93us            (10 30 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [8102]
9.45302s  2.9363ms            (2 240 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [8105]
9.45595s  147.50us            (10 30 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateFlow(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [8111]
9.45666s  391.41us            (20 60 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [8116]
9.45705s  385.89us            (20 60 1)        (32 8 1)        27        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cuda::device::resize_linear<float>(cv::cuda::PtrStepSz<float>, float, float, float) [8118]
9.45743s  130.63us             (5 60 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [8120]
9.45756s  129.12us             (5 60 1)        (32 8 1)        26        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float>, cv::cudev::WithOutMask>(cv::cudev::GlobPtr<float>, cv::cudev::grid_transform_detail::transformSmart<int=4, float, float, _GLOBAL__N__53_tmpxft_00003603_00000000_9_gpu_mat_compute_75_cpp1_ii_71482d89::Convertor<float, float, float, float>, cv::cudev::WithOutMask>, float, float, int, int) [8122]
9.47765s  1.0420us                    -               -         -         -         -        8B  7.3219MB/s    Pageable      Device  NVIDIA Tegra X1         1         7  [CUDA memcpy HtoD]
9.47776s  1.4546ms            (3 480 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [8137]
9.47921s  1.4477ms            (3 480 1)       (256 1 1)        32        0B  1.0078KB         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cuda::device::optflow_farneback::gaussianBlur<cv::cuda::device::BrdReflect101<float>>(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep) [8142]
9.48065s  199.80us                    -               -         -         -         -  1.1719MB  5.7279GB/s      Device      Device  NVIDIA Tegra X1         1       134  [CUDA memcpy DtoD]
9.48085s  197.82us                    -               -         -         -         -  1.1719MB  5.7852GB/s      Device      Device  NVIDIA Tegra X1         1       135  [CUDA memcpy DtoD]
9.48104s  2.1163ms            (3 480 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1       134  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [8140]
9.48315s  2.1160ms            (3 480 1)       (256 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA Tegra X1         1       135  void cv::cuda::device::optflow_farneback::polynomialExpansion<int=5>(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep) [8145]
9.48580s  2.3247ms            (20 60 1)        (32 8 1)        48        0B        0B         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::updateMatrices(int, int, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>, cv::cuda::PtrStep<float>) [8148]
9.48813s  10.067ms            (3 480 1)       (256 1 1)        48        0B  5.2734KB         -           -           -           -  NVIDIA Tegra X1         1       134  cv::cuda::device::optflow_farneback::boxFilter5(int, int, cv::cuda::PtrStep<float>, int, float, cv::cuda::PtrStep<float>) [8151]
